,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C19orf26,C3orf72,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF18B,KIF2C,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN12,PTPN13,PTPN9,RHOXF2BB,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC38A2,SLC4A1,SLC6A9,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318
KIF18B,109.13627049180327,109.24768518518519,109.5072463768116,109.17296511627907,109.73244598765432,109.74961419753086,109.59210526315789,109.90368852459017,109.78097345132744,109.02586206896552,109.00513059701493,109.55496987951807,109.595,109.70543981481481,109.44875,104.20296717171718,107.88911290322581,106.91831896551724,108.69068877551021,109.27283653846153,110.12291666666667,109.54119318181819,101.84691011235955,109.36703431372548,108.5965909090909,108.98988970588235,109.0930706521739,109.19733146067416,109.47647471910112,109.35700757575758,109.95189950980392,97.67734872611464,109.45231958762886,108.802734375,109.91675646551724,109.48573369565217,109.74533045977012,109.51136363636364,109.66918103448276,109.662109375,108.13958333333333,109.75234375,109.13645833333334,108.6626838235294,109.3015813253012,109.32065217391305,109.41920731707317,109.46126760563381,109.02236842105263,109.89713541666667,109.60863095238095,109.45192307692308,109.68870192307692,109.662109375,109.85099085365853,109.89714125560538,109.640625,109.16836734693878,109.43288934426229,109.45878623188406,109.7092803030303,109.59627525252525,109.28326612903226,109.72892441860465,109.60483870967742,107.710546875,109.61151315789473,109.13068181818181,109.52323717948718,109.265625,108.85651041666667,108.728125,109.55434782608695,109.28044871794872,109.53472222222223,109.44148936170212,101.51742788461539,109.31145833333333,109.84765625,109.47596153846153,109.72737068965517,109.62381329113924,109.9274193548387,109.37755102040816,109.73848684210526,109.75405092592592,109.396875,109.39905753968254,109.55052083333334,109.21816037735849,108.33065878378379,109.4109375,109.78050595238095,109.67314189189189,109.81925675675676,109.52179276315789,108.19021739130434,108.97301136363636,109.75797193877551,104.5565,109.531875,108.35526315789474,109.73778735632185,109.66369047619048,109.63161764705882
KIF2C,109.27129148340664,109.29765130984643,109.920820077766,109.14265456608055,110.21296296296296,110.26422764227642,110.04214805305948,110.11195521791284,110.02385063673646,109.20563498738436,109.35748088824172,109.57625624449015,109.64658536585365,109.94444444444444,109.65317073170732,104.58881497905888,108.14948859166012,107.3682085786375,109.27426580388253,109.39493433395873,110.18211382113822,109.52272727272727,102.28021375719375,109.68747010999522,108.90059127864006,109.30523672883788,109.62221633085896,109.6786790901617,109.47780213757194,109.53252032520325,110.3751793400287,97.81326704986795,109.43927583605733,109.23475609756098,110.0811606391926,109.60816542948038,110.00518643117465,109.69353816914793,109.85323801513877,109.92936991869918,108.16016260162601,110.1344512195122,109.3239837398374,108.61047345767575,109.46503085512782,109.26643690349947,109.36972040452112,109.6051185159739,108.9410783055199,110.13313008130082,110.04103755323267,109.71388367729831,110.00281425891183,109.85099085365853,110.35306365258775,110.22060592803237,109.9455574912892,109.47287207565954,109.9094362255098,109.9915164369035,110.15077605321508,110.08881497905888,109.65578284815106,110.15144639818492,110.0388145816942,108.08963414634147,109.87394094993581,109.22921286031043,109.97467166979362,109.4340354767184,109.2484756097561,109.07560975609756,109.7245493107105,109.19136960600375,109.5650406504065,109.48650752464971,101.61749530956848,109.64959349593497,110.10848577235772,109.4718574108818,109.97771236333053,110.11176288978079,110.04032258064517,109.42608262817322,110.03155755241762,109.82633242999097,109.88871951219512,109.90882694541232,109.85426829268293,109.5586746433502,108.476433750824,109.76737804878049,110.04021486643438,110.08470665787739,110.18754119973632,109.85542362002568,108.10445387062566,109.17516629711751,110.06732205077152,104.79141463414634,109.60743902439025,108.41142490372272,109.94196804037006,110.20383275261324,110.08507890961262
KLF1,109.44710725575241,109.58594917787742,109.88373302138169,109.56543956616957,110.03418590488845,110.09433648895532,109.90944850916529,110.31823862383298,110.22227072502876,109.29735580640173,109.26357004216585,109.96315306067319,110.00780269058296,110.08711177545258,109.79318385650224,104.39239932961907,108.0891074786634,107.08838719653626,108.99890180287362,109.48723697826837,110.55724962630792,109.96066041581737,102.37567390537613,109.76558515782995,108.78271504280472,109.09951200211026,109.29732891401832,109.40308358945937,109.92865420466569,109.72740861530099,110.24364723467862,97.86184342063923,109.86704267024179,108.98759809417041,110.20094325034792,109.75053616689414,110.02829751043761,109.74189039659892,109.9534560074223,109.99962630792227,108.2914798206278,110.03979820627802,109.449177877429,108.95700342917436,109.5469231184829,109.6550009748489,109.79798753144482,109.88782921745721,109.44762803870663,110.2599028400598,109.93159655491495,109.79682649189375,110.02638840979648,109.89714125560538,110.22060592803237,110.29841742242957,110.06005765534914,109.48357280131783,109.79989708152614,109.79372197309416,109.92750373692078,109.85863115459529,109.6275133805873,110.12545625195537,109.85061960557404,107.9515134529148,109.99188104791126,109.402975947819,109.82695182246752,109.52874031797799,108.97563527653213,109.00448430493273,109.98781438876973,109.70369092790618,109.97121186956763,109.91928251121077,101.59304932735427,109.67817638266068,110.22879297458894,109.88122341037139,110.1396319777331,109.90872452744509,110.26732243599017,109.78063512400476,110.12296436157659,110.13967779438632,109.62914798206278,109.61958146487295,109.96472346786248,109.36889753786276,108.67979638831656,109.68094170403587,110.14931667734358,109.92606956732517,110.14277057326385,109.84269530328062,108.50965100409437,109.32164696290256,110.17987553765902,104.79709417040358,109.9595067264574,108.47651640311541,110.18246482140096,109.95793294896434,109.99852281719863
KMT2A,109.28161592505855,109.40079365079364,109.6407867494824,109.43604651162791,109.74823633156967,109.8126102292769,109.64974937343358,110.13466042154566,110.04013906447535,109.07266009852216,109.05756929637526,109.84982788296041,109.86928571428571,109.88756613756614,109.59285714285714,104.26623376623377,107.90437788018433,106.86108374384237,108.73833819241983,109.26923076923077,110.41428571428571,109.82034632034632,102.28290529695025,109.60084033613445,108.54761904761905,108.77310924369748,108.96040372670808,109.05136436597111,109.82343499197432,109.56926406926407,109.93382352941177,97.82506824385806,109.76840942562592,108.69810267857143,109.94919950738917,109.5194099378882,109.76436781609195,109.48515769944342,109.71428571428571,109.77901785714286,108.13571428571429,109.73660714285714,109.2452380952381,108.82247899159664,109.32788296041308,109.52173913043478,109.66811846689896,109.73038229376257,109.34548872180451,110.01636904761905,109.68480725623583,109.59065934065934,109.80082417582418,109.640625,109.9455574912892,110.06005765534914,109.89668367346938,109.30685131195335,109.56381733021077,109.49585921325051,109.56655844155844,109.53210678210678,109.41820276497695,109.84883720930233,109.5468509984639,107.784375,109.82368421052631,109.21834415584415,109.5503663003663,109.33441558441558,108.64226190476191,108.77857142857142,109.84316770186335,109.58516483516483,109.84964726631394,109.79711246200608,101.29739010989012,109.45,110.02157738095238,109.72985347985347,109.9396551724138,109.60352622061482,110.05990783410138,109.64868804664724,109.90820802005013,109.98941798941799,109.29553571428572,109.28117913832199,109.78333333333333,109.00202156334232,108.5699806949807,109.39464285714286,109.94600340136054,109.60376447876448,109.87403474903475,109.6217105263158,108.3804347826087,109.19561688311688,109.97631195335276,104.48628571428571,109.81857142857143,108.25,110.01354679802955,109.62018140589569,109.73403361344538
LHX1,108.97724991635998,108.93801965230537,109.22330671398994,108.7375415282392,109.41622574955909,109.41521793902746,109.26065162907268,109.46403479424556,109.44428390825357,108.79099225897255,109.01340237587573,109.09638554216868,109.25428571428571,109.3424036281179,109.11020408163266,104.87487116058544,108.14976958525345,107.28740323715694,108.71012078300708,109.00549450549451,109.7156462585034,109.11224489795919,101.74730566383857,109.11284513805522,108.5813234384663,108.81152460984394,108.6810115350488,108.86516853932584,109.0976840174272,109.1156462585034,109.4811924769908,97.92954634082932,109.13275825794236,108.7860331632653,109.51741731175228,109.12999112688554,109.3797794980061,109.24436787702093,109.29345531315974,109.28358843537416,108.15510204081633,109.24132653061224,108.87210884353742,108.5048019207683,109.08064912712072,109.06122448979592,109.02936784469885,109.14113250934176,108.631149301826,109.47789115646259,109.40816326530613,109.24018838304552,109.36263736263736,109.16836734693878,109.47287207565954,109.48357280131783,109.30685131195335,109.20949604331528,109.17664770826363,109.07897071872227,109.24273345701917,109.29478458049887,108.97695852534562,109.29900332225914,109.29054202326091,108.03647959183674,109.34908700322234,108.92115027829314,109.20669806384092,109.14656771799629,108.74591836734695,108.4673469387755,109.29813664596273,108.79591836734694,109.14940791131268,108.98046026921406,100.40620094191523,109.04013605442177,109.40731292517007,109.13186813186813,109.40112596762843,109.31542237148024,109.50987491770901,109.08746355685132,109.47529538131042,109.34769463340892,109.08520408163265,109.08778749595076,109.28809523809524,108.8552175587216,108.47600661886376,109.04336734693878,109.47667638483965,109.31412024269167,109.39354660783232,109.20757250268528,107.87222715173026,108.8051948051948,109.44897959183673,103.64081632653061,109.17061224489795,108.11278195488721,109.321135350692,109.34175574991902,109.231212484994
LYL1,108.99005643644182,108.95264116575592,109.52577809455927,108.79260388867709,109.78678405181138,109.84031572556162,109.59275237273512,109.71459285138404,109.65544755549108,108.89259468626342,109.07560557866405,109.20501678846534,109.31901639344262,109.58227079538555,109.30622950819672,104.5224374896506,107.93257535695399,107.16913510457886,108.94145199063232,109.04665825977301,109.80765027322404,109.15275707898658,101.93811014919875,109.29668916747026,108.58768007948336,108.88572806171649,109.15003563791875,109.23300792042734,109.13593663658132,109.21112767014407,109.90212150433945,97.55132087292472,109.10495183369952,108.87961065573771,109.67792538157151,109.2255880256593,109.57829282080272,109.31913987651693,109.44149236856981,109.54234972677595,107.88852459016394,109.67090163934427,108.95409836065573,108.35053037608486,109.11830930278491,108.97826086956522,109.04558176729309,109.24543985222812,108.65660051768766,109.7278005464481,109.64923237054384,109.38335435056746,109.61538461538461,109.43288934426229,109.9094362255098,109.79989708152614,109.56381733021077,109.17664770826363,109.57296425692019,109.5751960085531,109.68455042225534,109.6414969365789,109.28344791115812,109.73922988943957,109.62136435748282,107.81680327868852,109.51337359792925,108.89828614008943,109.56914670029424,109.12667660208643,108.85997267759562,108.70327868852459,109.38880969351389,108.86464901219,109.21959117587532,109.11091733519358,101.05201765447667,109.30765027322404,109.70935792349727,109.1416561580496,109.58507631430187,109.68458186345715,109.63617133791645,109.11508865841418,109.68435432844406,109.45901639344262,109.44139344262295,109.4568045797554,109.49781420765028,109.09433962264151,108.31767833407177,109.3688524590164,109.68598750975801,109.65086397873283,109.73637571998228,109.46613459879207,107.83178902352103,108.8409090909091,109.69521579123453,104.32222950819673,109.23836065573771,108.06729939603106,109.53872244205766,109.74733281290658,109.66229508196722
MAML2,108.83725350439535,108.80246913580247,109.52846040747743,108.58577687900235,109.89452495974236,109.92395777419932,109.67302313755403,109.607982893799,109.54123380787482,108.81959020489755,109.03396063162448,109.0324777370351,109.10463768115942,109.49033816425121,109.19768115942028,104.41018884497146,107.83426834969612,107.18180909545228,109.00029577048211,108.99163879598662,109.6280193236715,108.96047430830039,102.08532812245562,109.26086956521739,108.58498023715416,109.05221653878942,109.41335853812224,109.44732128317864,108.89822504478099,109.0540184453228,110.03608979823814,97.50623096095265,108.883609741521,108.9814311594203,109.63680659670165,109.15532451165721,109.62118940529736,109.28834933182759,109.41029485257371,109.52324879227054,107.73333333333333,109.80326086956522,108.87632850241546,108.10912190963342,109.0586694604505,108.7249527410208,108.81230116648993,109.09308022045316,108.3443173150267,109.66062801932367,109.68737060041408,109.27424749163879,109.5752508361204,109.45878623188406,109.9915164369035,109.79372197309416,109.49585921325051,109.07897071872227,109.5751960085531,109.74501155219491,109.89240228370663,109.81408285756112,109.27068723702665,109.79541624536569,109.73133863175939,107.82228260869566,109.42090007627765,108.79446640316206,109.64697138610182,108.97891963109355,109.03997584541062,108.73768115942029,109.21424070573408,108.59531772575251,109.01950259438182,108.94079555966698,101.46348940914159,109.27101449275362,109.65066425120773,108.9108138238573,109.51974012993503,109.82333516785911,109.53202431042543,108.88257911860396,109.59191456903127,109.29227053140097,109.61992753623188,109.66160570508397,109.4243961352657,109.29204265791633,108.03760282021152,109.42971014492754,109.5971359558316,109.76282804543673,109.79808068938503,109.4853165522502,107.5872715816005,108.73122529644269,109.62156166814552,104.68428985507246,109.06666666666666,108.02898550724638,109.44244544394469,109.90890269151139,109.7536231884058
MAP2K3,108.95057128663686,108.9753086419753,109.64361001317523,108.64834390415785,110.11550692106248,110.09726898615787,109.87852206273259,109.66865375062096,109.58058460713328,108.99164054336468,109.2159656264134,109.06626506024097,109.17242424242424,109.57154882154882,109.30424242424242,104.52678298132844,108.05425219941348,107.42016718913271,109.1595547309833,109.23135198135198,109.69090909090909,109.04591368227732,101.75059584610146,109.33838383838383,108.88659320477502,109.51581996434938,109.75032938076416,109.81052093973442,108.89479060265577,109.133608815427,110.30570409982175,97.60943833236827,108.9278350515464,109.30089962121212,109.92345872518287,109.38735177865613,109.90020898641588,109.57182211727667,109.64576802507837,109.65214646464646,107.98787878787878,110.04356060606061,109.02222222222223,108.22994652406418,109.30357794815626,108.85540184453228,108.91130820399113,109.14660691421255,108.35263157894737,109.83712121212122,109.88023088023088,109.40617715617715,109.71270396270397,109.7092803030303,110.15077605321508,109.92750373692078,109.56655844155844,109.24273345701917,109.68455042225534,109.89240228370663,110.30257116620753,110.11707988980716,109.36999022482894,109.93164200140944,110.02313457152167,108.02196969696969,109.49824561403508,108.98381542699724,109.86985236985237,109.20247933884298,109.50151515151515,108.96060606060605,109.22990777338603,108.65578865578865,109.0280583613917,108.9455190199871,101.99475524475524,109.39191919191919,109.80113636363636,109.003885003885,109.61807732497388,110.08266206367472,109.70821114369501,108.93382807668522,109.69976076555024,109.37766554433222,109.96515151515152,110.02465127465128,109.48434343434343,109.73899371069183,107.98812448812448,109.69924242424243,109.71951659451659,110.06859131859132,110.02293202293203,109.65769537480064,107.6745718050066,108.77617079889806,109.68661100803958,104.8850909090909,109.1171212121212,108.37001594896331,109.4745733194009,110.19913419913419,109.8789661319073
MAP2K6,108.9531379367445,108.92480359147025,109.620992534036,108.5867982147052,110.056303778526,110.0395311136052,109.83466241360978,109.61997019374068,109.56136587110038,108.96760710553814,109.25478667269712,109.01472556894244,109.13515151515152,109.53535353535354,109.2690909090909,104.79196000408122,108.18181818181819,107.5717868338558,109.22923108637394,109.1923076923077,109.64175084175085,108.98102234465871,101.89808194302576,109.3305605070311,108.90664217936946,109.47133095662507,109.6256038647343,109.71433435478379,108.87254568153445,109.12580348943985,110.18964151317093,97.84964292607604,108.9047172758513,109.33270202020202,109.81617903169628,109.33113746157224,109.80738418669453,109.52039879312606,109.57749912922327,109.59890572390573,108.03636363636363,109.9260101010101,109.01346801346801,108.2433155080214,109.2713885846416,108.82389108476065,108.84552845528455,109.12533788590126,108.30217969165338,109.75042087542087,109.86467853134519,109.3943278943279,109.68026418026417,109.59627525252525,110.08881497905888,109.85863115459529,109.53210678210678,109.29478458049887,109.6414969365789,109.81408285756112,110.11707988980716,110.04703601673299,109.33952427500815,109.84449142588677,109.9446073639622,108.18358585858586,109.49526847421585,108.97382920110194,109.7992747992748,109.19421487603306,109.46565656565656,108.91010101010102,109.23847167325428,108.56125356125357,108.99850355405911,108.89082312486568,101.58916083916084,109.35454545454546,109.70917508417509,108.95363895363896,109.58342041100661,110.01189106252397,109.63994786575432,108.91424448567305,109.67534999113947,109.33071455293677,109.88181818181818,109.9345037678371,109.46700336700337,109.62416619020392,108.12790062790063,109.60479797979798,109.67748917748918,109.97570297570297,109.93557193557193,109.60499734183945,107.6332894158981,108.80532598714417,109.6653267367553,104.63208080808081,109.08686868686868,108.33067517278043,109.44049692325554,110.1218534551868,109.81580510992276
MAP4K3,108.86197778952935,108.8757467144564,109.33006077606358,108.79819954988747,109.52309836718439,109.57626443647949,109.38256932654217,109.62453728186145,109.52754781615758,108.72747497219132,108.84159845931632,109.21414691022153,109.26064516129033,109.44086021505376,109.17935483870967,104.23786249592702,107.7330905306972,106.85094549499443,108.62606978275181,108.93300248138958,109.7741935483871,109.14418377321603,101.89525190286335,109.15812776723592,108.3782991202346,108.63709677419355,108.84011220196354,108.91772381297572,109.155491119971,109.10654936461388,109.66318785578747,97.5596876926238,109.11572996341869,108.57913306451613,109.52558398220245,109.1086956521739,109.39525398591027,109.15542521994135,109.30478309232481,109.38440860215054,107.81720430107526,109.43387096774194,108.85268817204302,108.31214421252372,108.97123979790128,108.94810659186535,109.03068450039339,109.17128577919128,108.67911714770798,109.5866935483871,109.40604198668714,109.21712158808933,109.43672456575682,109.28326612903226,109.65578284815106,109.6275133805873,109.41820276497695,108.97695852534562,109.28344791115812,109.27068723702665,109.36999022482894,109.33952427500815,109.12486992715921,109.49962490622656,109.35379812695109,107.60241935483872,109.38947368421053,108.79692082111437,109.30603804797353,108.99266862170089,108.55725806451613,108.47741935483872,109.30925666199158,108.88585607940446,109.21465551573078,109.10226492793412,100.98883374689827,109.0720430107527,109.54569892473118,109.09842845326716,109.45383759733036,109.38791343405471,109.56347554630594,109.06978275181041,109.49434069043576,109.41457586618877,109.14193548387097,109.13568868407577,109.34193548387097,108.8338405356056,108.19093286835222,109.1233870967742,109.5184331797235,109.36791630340018,109.53095030514385,109.27207130730051,107.81626928471248,108.76099706744868,109.53028308097433,104.14683870967743,109.21354838709678,107.96943972835314,109.45939933259177,109.43881208397337,109.4326375711575
MAP4K5,109.19176515440336,109.27045650301464,109.76373441186384,109.18442401297999,109.9850703416595,110.03990812517944,109.82741738066096,110.05794891345788,109.96892364684092,109.10745789895749,109.16834432488719,109.60353040067245,109.66418604651163,109.86520241171404,109.57209302325582,104.38360347662673,107.96061515378845,107.11146752205293,109.01803512102515,109.26475849731663,110.20620155038759,109.57646229739252,102.27828586360073,109.56133150934792,108.70049330514446,109.06532147742818,109.33417593528817,109.43585053566763,109.53331591324798,109.46652572233968,110.1766985864113,97.62657384091246,109.470630544234,108.97383720930233,109.9795509222133,109.48634984833164,109.86126704089816,109.53820598006645,109.71291098636728,109.81443798449612,108.0,109.97383720930233,109.20697674418605,108.58891928864568,109.33174558699916,109.27906976744185,109.42314237095859,109.56993121519817,109.04944920440636,110.0436046511628,109.8482834994463,109.59212880143113,109.84615384615384,109.72892441860465,110.15144639818492,110.12545625195537,109.84883720930233,109.29900332225914,109.73922988943957,109.79541624536569,109.93164200140944,109.84449142588677,109.49962490622656,110.06544077879936,109.8044511127782,107.88168604651163,109.76670746634026,109.14482029598308,109.77400119260584,109.30232558139535,108.99515503875969,108.91627906976744,109.67037411526795,109.31186642814549,109.6046511627907,109.56259277585353,101.58765652951699,109.53875968992249,110.03633720930233,109.50447227191414,109.89735364875702,109.88843096850162,109.97336834208552,109.42382534409113,109.93329253365972,109.80878552971576,109.65523255813953,109.640642303433,109.76434108527131,109.32382623957876,108.39000628535513,109.60755813953489,109.94019933554817,109.87115021998743,110.02545568824638,109.70746634026928,108.14762386248736,109.04334038054968,109.98030374940674,104.7773023255814,109.60883720930232,108.265605875153,109.89975942261428,109.95828719084533,109.9280437756498
MAP7D1,109.02467830072273,109.00477897252091,109.59809880006233,108.70042510627657,110.00630558874286,109.99867250763307,109.784757592907,109.66666666666667,109.59149300599486,109.01928068223953,109.26063232225967,109.10584272574168,109.23161290322581,109.57467144563918,109.34021505376344,104.75974801781254,108.20013874436351,107.506340378198,109.13693219223173,109.24813895781638,109.7168458781362,109.06810035842294,101.8509121662438,109.32300231920725,108.91137178233953,109.40970904490828,109.53179055633474,109.614836293343,108.9908179292014,109.19028999674161,110.13198397638625,97.85918772686803,109.00676199977829,109.25067204301075,109.83843159065628,109.38475923328659,109.78000247188234,109.54335986594052,109.59733036707453,109.61245519713262,108.11899641577061,109.8733870967742,109.06845878136201,108.36242884250474,109.30275942479595,108.96259934548854,108.95987411487017,109.17991821899136,108.4413129598189,109.79435483870968,109.81771633384537,109.43548387096774,109.69520264681555,109.60483870967742,110.0388145816942,109.85061960557404,109.5468509984639,109.29054202326091,109.62136435748282,109.73133863175939,110.02313457152167,109.9446073639622,109.35379812695109,109.8044511127782,109.91756272401433,108.11572580645161,109.52710809281268,109.02394916911047,109.74579542321477,109.27126099706744,109.37508960573477,108.87204301075269,109.31042543244507,108.67245657568238,109.09557945041816,108.94097460535346,101.45181968569065,109.35125448028674,109.71236559139786,109.05734767025089,109.59102706711161,109.93412277119913,109.70083246618105,109.0239192451174,109.69864176570458,109.410593389088,109.79596774193548,109.82949308755761,109.48673835125447,109.54899573950091,108.2555943039814,109.58145161290322,109.70852534562212,109.92647486195874,109.89843068875327,109.57908885116017,107.78214118747078,108.8553274682307,109.67434715821813,104.47569892473118,109.16096774193548,108.39049235993208,109.46792732665925,110.0310633213859,109.77697659709045
MAPK1,107.57663934426229,107.30555555555556,107.83043478260869,106.96686046511628,108.18078703703704,108.06419753086419,107.98881578947369,107.8063524590164,107.81216814159292,107.42715517241379,108.10932835820896,107.39382530120481,107.51425,107.75069444444445,107.5755,105.22285353535354,107.66189516129032,107.3548275862069,107.95102040816326,107.7014423076923,107.95083333333334,107.31306818181818,100.74508426966293,107.73480392156863,107.77954545454546,108.20680147058823,107.62391304347825,107.89803370786517,107.33342696629214,107.58333333333333,108.10735294117647,97.90429936305732,107.4479381443299,108.268359375,107.9834051724138,107.60597826086956,107.99813218390804,107.89155844155844,107.71336206896552,107.80208333333333,107.1075,107.88375,107.43666666666667,107.00882352941177,107.77906626506024,107.40108695652174,107.29451219512195,107.4424295774648,106.76473684210526,107.85859375,108.21944444444445,107.76153846153846,107.82019230769231,107.710546875,108.08963414634147,107.9515134529148,107.784375,108.03647959183674,107.81680327868852,107.82228260869566,108.02196969696969,108.18358585858586,107.60241935483872,107.88168604651163,108.11572580645161,108.080625,107.8567105263158,107.65454545454546,107.9474358974359,107.85852272727273,108.27333333333333,107.3975,107.61902173913043,106.90384615384616,107.40231481481482,107.16835106382979,99.24591346153846,107.62333333333333,107.79244791666666,107.35384615384615,107.81336206896552,108.13987341772152,107.83729838709678,107.37857142857143,107.95274122807018,107.60694444444445,108.1315625,108.08482142857143,107.82604166666667,107.82193396226415,107.17432432432433,107.7675,107.90193452380953,108.01621621621622,107.99425675675676,107.87105263157895,106.20326086956521,107.39460227272727,107.92002551020408,102.2025,107.48075,107.03881578947369,107.65359195402299,108.15555555555555,107.86294117647058
MEIS1,109.31078515962037,109.39142300194932,109.60854309687262,109.38604651162791,109.71059129304743,109.76088369070825,109.60406278855032,110.06557377049181,109.98714485328365,109.09437386569873,109.10039277297722,109.78262523779328,109.83684210526316,109.84736842105264,109.5717894736842,104.39744816586922,108.01528013582343,106.96079854809437,108.74178302900107,109.2991902834008,110.36280701754386,109.76698564593302,102.23441750443524,109.55025799793601,108.60542264752792,108.78699690402476,108.90480549199084,109.01360141927853,109.77965700768776,109.56044657097289,109.87285861713106,97.92061682869594,109.74150841020077,108.72713815789474,109.92577132486389,109.51853546910755,109.72934059286146,109.50868079289133,109.69764065335754,109.74144736842105,108.22456140350877,109.66657894736842,109.25157894736842,108.87399380804953,109.35282181357007,109.54828375286041,109.6372272143774,109.68302446256486,109.32886426592798,109.9642543859649,109.66883876357561,109.59392712550607,109.77570850202429,109.61151315789473,109.87394094993581,109.99188104791126,109.82368421052631,109.34908700322234,109.51337359792925,109.42090007627765,109.49824561403508,109.49526847421585,109.38947368421053,109.76670746634026,109.52710809281268,107.8567105263158,109.81052631578947,109.23133971291865,109.51093117408907,109.37272727272727,108.65921052631579,108.71684210526315,109.81693363844394,109.53846153846153,109.80272904483431,109.70817469204927,101.01214574898785,109.41719298245614,109.93947368421053,109.70283400809717,109.88747731397459,109.56269153897402,110.03378607809847,109.62943071965628,109.88578024007387,109.9485380116959,109.25342105263158,109.23801169590644,109.7421052631579,108.98430983118173,108.66301564722617,109.35342105263157,109.92105263157895,109.57112375533428,109.81123755334282,109.58753462603877,108.39176201372997,109.19928229665072,109.92567132116004,104.2448,109.77115789473685,108.29972299168975,109.93756805807622,109.57059314954051,109.67095975232198
MIDN,108.91877794336811,109.03451178451178,109.00922266139658,108.99418604651163,109.12528058361391,109.1358024691358,109.00598086124401,109.51266766020865,109.42518101367659,108.73667711598746,108.72184531886025,109.29134720700986,109.38227272727272,109.3186026936027,109.10636363636364,104.39279155188247,107.87133431085044,106.82257053291536,108.26669758812616,108.96241258741259,109.8409090909091,109.34022038567493,101.56409601634321,108.96969696969697,108.32438016528926,108.62366310160428,108.35918972332016,108.57303370786516,109.31409601634321,109.07851239669421,109.27428698752229,97.86580775911986,109.29850046860356,108.44850852272727,109.4921630094044,109.15662055335969,109.26175548589342,109.15082644628099,109.25862068965517,109.2059659090909,108.12121212121212,109.09375,108.84621212121212,108.64438502673796,108.99479737130339,109.20602766798419,109.24778270509978,109.20166453265045,108.9165071770335,109.48674242424242,109.11435786435787,109.11888111888112,109.2263986013986,109.13068181818181,109.22921286031043,109.402975947819,109.21834415584415,108.92115027829314,108.89828614008943,108.79446640316206,108.98381542699724,108.97382920110194,108.79692082111437,109.14482029598308,109.02394916911047,107.65454545454546,109.23133971291865,108.93698347107438,108.93531468531468,109.04235537190083,108.46117424242425,108.31136363636364,109.3201581027668,109.0955710955711,109.33024691358025,109.17359767891683,100.71241258741259,108.88712121212122,109.36363636363636,109.31643356643356,109.34482758620689,109.00776754890678,109.5674486803519,109.21196660482374,109.35645933014354,109.46212121212122,108.79545454545455,108.75883838383838,109.17613636363636,108.66938250428817,108.40632678132678,108.87159090909091,109.37851731601732,109.08691646191646,109.2414004914005,109.01883971291866,108.14723320158103,108.7055785123967,109.35807050092764,103.89836363636364,109.30113636363636,108.12679425837321,109.37591431556949,109.01298701298701,109.02727272727273
